	English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
6554	inflict	1	0	0	1	0	1	0	1	0	0
6555	infliction	0	0	0	1	0	1	0	1	0	0
6557	influence	0	0	0	0	0	1	1	0	0	0
6558	influential	0	0	0	0	0	0	1	0	0	1
6559	influenza	0	0	0	0	0	1	0	0	0	0
6561	inform	0	0	0	0	0	0	0	0	0	1
6564	information	0	0	0	0	0	0	1	0	0	0
6566	informer	0	0	0	0	0	1	0	0	0	0
6567	infraction	1	0	0	0	0	1	0	0	0	0
6568	infrequent	0	0	0	0	0	0	0	0	1	0
6569	infrequently	0	0	0	0	0	1	0	0	0	0
6570	infringement	0	0	0	0	0	1	0	0	0	0
6574	ingenious	0	0	0	0	0	0	1	0	0	0
6590	inheritance	0	1	0	0	1	0	1	0	1	1
6591	inhibit	1	0	1	0	0	1	0	1	0	0
6593	inhospitable	0	0	0	0	0	1	0	1	0	0
6594	inhuman	1	0	1	1	0	1	0	1	0	0
6595	inhumanity	0	0	0	0	0	1	0	1	0	0
6596	inimical	1	0	0	0	0	1	0	1	0	0
6597	inimitable	0	0	0	0	0	0	1	0	0	1
6598	iniquity	0	0	1	0	0	1	0	0	0	0
6604	injection	0	0	0	1	0	0	0	0	0	0
6605	injunction	0	0	0	0	0	1	0	0	0	0
6606	injure	1	0	0	1	0	1	0	1	0	0
6607	injured	0	0	0	1	0	1	0	1	0	0
6608	injurious	1	0	0	1	0	1	0	1	0	0
6609	injury	1	0	0	1	0	1	0	1	0	0
6610	injustice	1	0	0	0	0	1	0	0	0	0
6616	inmate	0	0	1	1	0	1	0	0	0	0
6622	innocence	0	0	0	0	0	0	1	0	0	0
6623	innocent	0	0	0	0	0	0	1	0	0	1
6624	innocently	0	0	0	0	0	0	1	0	0	0
6625	innocuous	0	0	0	0	0	0	1	0	0	0
6626	innovate	0	0	0	0	0	0	1	0	0	0
6627	innovation	0	0	0	0	0	0	1	0	0	0
6630	inoculation	0	1	0	0	0	0	0	0	0	1
6631	inoperative	1	0	0	0	0	1	0	0	0	0
6636	inquirer	0	0	0	0	0	0	1	0	0	0
6638	inquiry	0	1	0	0	0	0	1	0	0	0
6639	inquisitive	0	0	0	0	0	0	1	0	0	0
6640	insane	1	0	0	1	0	1	0	0	0	0
6641	insanity	1	0	1	1	0	1	0	1	0	0
6645	insecure	1	0	0	1	0	1	0	1	0	0
6646	insecurity	0	0	0	1	0	1	0	0	0	0
6647	inseparable	0	0	0	0	1	0	1	0	0	1
6652	insidious	1	0	1	1	0	1	0	0	0	0
6654	insignia	0	0	0	0	0	0	1	0	0	0
6655	insignificance	0	0	0	0	0	1	0	0	0	0
6656	insignificant	1	0	0	0	0	1	0	1	0	0
6657	insipid	0	0	0	0	0	1	0	0	0	0
6659	insolent	0	0	0	0	0	1	0	0	0	0
6661	insolvency	0	0	0	1	0	1	0	1	1	0
6662	insolvent	0	0	0	1	0	1	0	1	0	1
6664	inspector	0	0	0	0	0	0	1	0	0	0
6665	inspiration	0	1	0	0	1	0	1	0	0	0
6666	inspire	0	1	0	0	1	0	1	0	0	1
6667	inspired	0	0	0	0	1	0	1	0	1	1
6668	instability	0	0	1	1	0	1	0	0	0	0
6669	install	0	1	0	0	0	0	0	0	0	0
6676	instigate	0	0	0	0	0	1	0	0	0	0
6677	instigation	0	0	0	0	0	1	0	0	0	0
6680	instinctive	1	0	1	1	0	0	1	0	0	0
6681	institute	0	0	0	0	0	0	0	0	0	1
6683	instruct	0	0	0	0	0	0	1	0	0	1
6685	instruction	0	0	0	0	0	0	1	0	0	1
6687	instructions	0	1	0	0	0	0	0	0	0	1
6689	instructor	0	1	0	0	0	0	1	0	0	1
6691	instrumental	0	0	0	0	0	0	1	0	0	0
6694	insufficiency	1	0	0	0	0	1	0	0	0	0
6695	insufficient	0	0	0	0	0	1	0	0	0	0
6696	insufficiently	0	0	0	0	0	1	0	0	0	0
6699	insulation	0	0	0	0	0	0	0	0	0	1
6700	insult	1	0	1	0	0	1	0	1	1	0
6701	insulting	1	0	1	1	0	1	0	1	0	0
6703	insure	0	0	0	0	0	0	1	0	0	1
6704	insurgent	0	0	0	0	0	1	0	0	0	0
6705	insurmountable	0	0	0	1	0	1	0	1	0	0
6706	insurrection	1	0	0	0	0	1	0	0	0	0
6707	intact	0	0	0	0	0	0	1	0	0	1
6713	integrity	0	0	0	0	0	0	1	0	0	1
6714	intellect	0	0	0	0	0	0	1	0	0	0
6715	intellectual	0	0	0	0	0	0	1	0	0	0
6716	intelligence	0	0	0	1	1	0	1	0	0	1
6717	intelligent	0	0	0	0	0	0	1	0	0	1
6720	intend	0	0	0	0	0	0	0	0	0	1
6721	intended	0	1	0	0	0	0	1	0	0	0
6723	intense	1	0	1	1	1	1	1	0	1	1
6731	inter	0	0	0	0	0	1	0	1	0	0
6733	intercede	0	0	0	1	0	0	0	1	0	0
6736	intercession	0	0	0	0	0	0	0	0	0	1
6741	intercourse	0	0	0	0	0	0	1	0	0	0
6744	interdiction	0	0	0	0	0	1	0	0	0	0
6745	interest	0	0	0	0	0	0	1	0	0	0
6746	interested	0	0	1	0	0	0	1	1	0	0
6747	interesting	0	0	0	0	0	0	1	0	0	0
6748	interference	0	0	0	0	0	1	0	0	0	0
6750	interim	0	1	0	0	0	0	0	0	0	0
6751	interior	0	0	1	0	0	0	1	0	0	1
6752	interlocutory	0	0	0	0	0	0	1	0	0	0
6753	interlude	0	0	0	0	0	0	1	0	0	0
6756	interment	0	0	0	0	0	1	0	1	0	0
6757	interminable	1	1	0	0	0	1	1	0	0	0
6758	intermission	0	1	0	0	0	0	0	0	0	0
6770	interrogate	0	0	0	1	0	0	0	0	0	0
6771	interrogation	0	0	0	1	0	0	0	0	0	0
6772	interrupt	1	0	0	0	0	1	0	0	1	0
6773	interrupted	0	0	0	0	0	1	0	1	0	0
6780	intervention	0	0	0	0	0	1	1	1	0	0
6782	interviewer	0	0	0	1	0	0	0	0	0	0
6784	intestate	0	0	0	0	0	1	0	0	0	0
6785	intestinal	0	0	1	0	0	0	0	0	0	0
6789	intimate	0	1	0	0	1	0	1	0	0	1
6790	intimately	0	1	0	1	1	0	0	0	0	0
6792	intimidate	0	0	0	1	0	1	0	0	0	0
6793	intimidation	1	0	0	1	0	1	0	0	0	0
6794	intolerable	1	0	0	0	0	1	0	0	0	0
6795	intolerance	1	0	1	1	0	1	0	0	0	0
6796	intolerant	1	0	1	1	0	1	0	1	0	0
6797	intonation	0	0	0	0	0	0	1	0	0	0
6798	intoxicated	0	0	1	0	0	1	0	0	0	0
6800	intractable	1	0	0	0	0	1	0	0	0	0
6802	intrepid	0	0	0	0	0	0	1	0	0	0
6804	intrigue	0	1	0	1	0	1	0	0	1	0
6812	intruder	1	0	0	1	0	1	0	0	1	0
6813	intrusion	0	0	0	1	0	1	0	0	0	0
6814	intrusive	1	0	1	1	0	1	0	0	1	0
6815	intuition	0	0	0	0	0	0	1	0	0	1
6816	intuitive	0	0	0	0	0	0	1	0	0	0
6817	intuitively	0	1	0	0	0	0	0	0	0	0
6819	invade	1	0	0	1	0	1	0	1	1	0
6820	invader	1	0	0	1	0	1	0	1	0	0
6821	invalid	0	0	0	0	0	0	0	1	0	0
6822	invalidate	0	0	0	0	0	1	0	0	0	0
6823	invalidation	0	0	0	0	0	1	0	0	0	0
6824	invalidity	0	0	0	0	0	1	0	0	0	0
6826	invariably	0	0	0	0	0	0	1	0	0	0
6827	invasion	1	0	0	0	0	1	0	0	0	0
6830	inventive	0	0	0	0	0	0	1	0	0	0
6831	inventor	0	0	0	0	0	0	1	0	0	0
6838	investigate	0	0	0	0	0	0	1	0	0	0
6839	investigation	0	1	0	0	0	0	0	0	0	0
6842	invigorate	0	0	0	0	0	0	1	0	0	0
6846	invitation	0	1	0	0	0	0	1	0	0	0
6847	invite	0	1	0	0	1	0	1	0	1	1
6848	inviting	0	1	0	0	1	0	1	0	1	1
6849	invocation	0	1	0	0	0	0	0	0	0	1
6851	invoke	0	1	0	0	0	0	0	0	0	0
6852	involuntary	0	0	0	0	0	1	0	0	0	0
6853	involution	1	0	0	0	0	1	0	0	0	0
6854	involvement	1	0	0	0	0	0	0	0	0	0
6857	irate	1	0	0	0	0	1	0	0	0	0
6858	ire	1	0	0	0	0	1	0	0	0	0
6860	iris	0	0	0	1	0	0	0	0	0	0
6861	iron	0	0	0	0	0	0	1	0	0	1
6863	irons	0	0	0	0	0	1	0	0	0	0
6866	irrational	0	0	1	1	0	1	0	0	0	0
6867	irrationality	0	0	0	0	0	1	0	0	0	0
6868	irreconcilable	1	0	0	1	0	1	0	1	0	0
6869	irreducible	0	0	0	0	0	0	1	0	0	0
6870	irrefutable	0	0	0	0	0	0	1	0	0	1
6871	irregular	0	0	0	0	0	1	0	0	0	0
6872	irregularity	0	0	0	0	0	1	0	0	0	0
6874	irrelevant	0	0	0	0	0	1	0	0	0	0
6875	irreparable	0	0	0	1	0	1	0	1	0	0
6879	irresponsible	0	0	0	0	0	1	0	0	0	0
6880	irreverent	0	0	0	0	0	1	0	0	0	0
6882	irrevocable	0	0	0	0	0	1	0	0	0	0
6885	irritability	1	0	0	0	0	1	0	0	0	0
6886	irritable	1	0	0	0	0	1	0	0	0	0
6887	irritating	1	0	1	0	0	1	0	0	0	0
6888	irritation	1	0	1	0	0	1	0	1	0	0
6892	isolate	0	0	0	0	0	0	0	1	0	0
6893	isolated	0	0	0	1	0	1	0	1	0	0
6894	isolation	0	0	0	0	0	1	0	1	0	0
6909	jab	1	0	0	0	0	0	0	0	0	0
6910	jabber	0	0	0	0	0	1	0	0	0	0
6913	jackpot	0	1	0	0	1	0	1	0	1	0
6919	jail	0	0	0	1	0	1	0	1	0	0
6920	jam	0	0	0	0	0	0	1	0	0	0
6922	janitor	0	0	1	0	0	0	0	0	0	0
6925	jargon	0	0	0	0	0	1	0	0	0	0
6926	jarring	0	0	0	1	0	1	0	1	0	0
6928	jaundice	0	0	0	1	0	1	0	0	0	0
6932	jaws	0	0	0	1	0	0	0	0	0	0
6934	jealous	1	0	1	0	0	1	0	0	0	0
6935	jealousy	1	0	1	1	0	1	0	1	0	0
6940	jeopardize	1	0	0	1	0	1	0	0	0	0
6941	jeopardy	0	1	0	1	0	1	0	0	0	0
6942	jerk	1	0	0	0	0	0	0	0	1	0
6944	jest	0	0	0	0	1	0	1	0	1	0
6955	job	0	0	0	0	0	0	1	0	0	0
6959	john	0	0	1	0	0	1	0	0	0	0
6960	join	0	0	0	0	0	0	1	0	0	0
6961	joined	0	0	0	0	0	0	1	0	0	0
6965	joke	0	0	0	0	0	1	0	0	0	0
6966	joker	0	0	0	0	1	0	1	0	1	0
6967	joking	0	0	0	0	0	0	1	0	0	0
6968	jolt	0	0	0	0	0	0	0	0	1	0
6969	jornada	0	0	0	0	0	1	0	0	0	0
6972	journalism	0	0	0	0	0	0	0	0	0	1
6973	journalist	0	0	0	0	0	0	1	0	0	0
6974	journey	0	1	0	1	1	0	1	0	0	0
6975	journeyman	0	0	0	0	0	0	0	0	0	1
6976	jovial	0	0	0	0	1	0	1	0	0	0
6977	joy	0	0	0	0	1	0	1	0	0	0
6978	joyful	0	0	0	0	1	0	1	0	0	1
6979	joyous	0	0	0	0	1	0	1	0	0	0
6980	jubilant	0	0	0	0	1	0	1	0	1	1
6981	jubilee	0	0	0	0	1	0	1	0	1	0
6984	judgment	0	0	0	0	0	0	0	0	1	0
6985	judicial	0	1	0	0	0	0	1	0	0	1
6986	judiciary	0	1	0	0	0	0	0	0	0	1
6987	judicious	0	0	0	0	0	0	1	0	0	1
6993	jumble	0	0	0	0	0	1	0	0	0	0
6996	jump	0	0	0	0	1	0	1	0	0	0
6999	jungle	0	0	0	1	0	0	0	0	0	0
7001	junk	0	0	0	0	0	1	0	0	0	0
7002	junta	0	0	0	0	0	1	0	0	0	0
7005	jurisprudence	0	0	0	0	0	0	0	1	0	0
7006	jurist	0	0	0	0	0	0	0	0	0	1
7007	jury	0	0	0	0	0	0	0	0	0	1
7008	justice	0	0	0	0	0	0	1	0	0	1
7009	justifiable	0	0	0	0	0	0	1	0	0	1
7010	justification	0	0	0	0	0	0	1	0	0	0
7013	juvenile	0	0	0	0	0	1	0	0	0	0
7024	keepsake	0	0	0	0	0	0	1	0	0	0
7026	ken	0	0	0	0	0	0	1	0	0	0
7027	kennel	0	0	0	0	0	0	0	1	0	0
7028	kern	0	0	0	0	0	1	0	0	0	0
7030	kerosene	0	0	0	1	0	0	0	0	0	0
7034	keynote	0	0	0	0	0	0	1	0	0	0
7035	keystone	0	0	0	0	0	0	1	0	0	0
7037	khan	0	0	0	1	0	0	0	0	0	1
7038	kick	1	0	0	0	0	1	0	0	0	0
7039	kicking	1	0	0	0	0	0	0	0	0	0
7042	kidnap	1	0	0	1	0	1	0	1	1	0
7043	kill	0	0	0	1	0	1	0	1	0	0
7044	killing	1	0	0	1	0	1	0	1	0	0
7051	kind	0	0	0	0	1	0	1	0	0	1
7053	kindness	0	0	0	0	0	0	1	0	0	0
7054	kindred	0	1	0	0	1	0	1	0	0	1
7056	king	0	0	0	0	0	0	1	0	0	0
7062	kiss	0	1	0	0	1	0	1	0	1	0
7065	kite	0	0	1	0	0	1	0	0	0	0
7066	kitten	0	0	0	0	1	0	1	0	0	1
7067	knack	0	0	0	0	0	0	1	0	0	0
7073	knell	0	0	0	1	0	1	0	1	0	0
7074	knickers	0	0	0	0	0	0	0	0	0	1
7076	knight	0	0	0	0	0	0	1	0	0	0
7082	knotted	0	0	0	0	0	1	0	0	0	0
7083	knowing	0	0	0	0	0	0	1	0	0	0
7085	knowledge	0	0	0	0	0	0	1	0	0	0
7089	kudos	0	0	0	0	1	0	1	0	0	0
7091	label	0	0	0	0	0	0	0	0	0	1
7092	labor	0	1	0	0	1	0	1	0	1	1
7094	labored	0	0	0	0	0	1	0	1	0	0
7097	laborious	0	0	0	0	0	1	0	0	0	0
7098	labyrinth	0	1	0	0	0	1	0	0	0	0
7100	lace	1	0	0	1	0	1	1	1	0	1
7101	lack	0	0	0	0	0	1	0	0	0	0
7102	lacking	0	0	0	0	0	1	0	0	0	0
7103	lackluster	0	0	0	0	0	1	0	0	0	0
7108	laden	0	0	0	0	0	1	0	0	0	0
7112	lag	0	0	0	0	0	1	0	0	0	0
7113	lagging	1	1	1	0	0	1	0	1	0	0
7115	lair	0	0	0	0	0	1	0	0	0	0
7119	lamb	0	0	0	0	1	0	1	0	0	1
7120	lament	0	0	1	1	0	1	0	1	0	0
7121	lamenting	0	0	0	0	0	0	0	1	0	0
7127	land	0	0	0	0	0	0	1	0	0	0
7128	landed	0	0	0	0	0	0	1	0	0	0
7132	landmark	0	0	0	0	0	0	0	0	0	1
7136	landslide	0	0	0	1	0	1	0	1	0	0
7139	languid	0	0	0	0	0	1	0	0	0	0
7140	languish	0	0	0	0	0	1	0	0	0	0
7141	languishing	0	0	0	1	0	1	0	1	0	0
7146	lapse	0	0	0	0	0	1	0	0	0	0
7148	larceny	0	0	1	0	0	1	0	0	0	0
7152	larger	0	0	1	0	0	0	0	0	1	1
7157	laser	0	0	0	0	0	0	1	0	0	1
7158	lash	1	0	0	1	0	1	0	0	0	0
7163	late	0	0	0	0	0	1	0	1	0	0
7164	lateness	0	0	0	0	0	1	0	0	0	0
7165	latent	1	1	1	0	0	1	0	0	1	0
7172	latrines	0	0	1	0	0	1	0	0	0	0
7174	laudable	0	0	0	0	0	0	1	0	0	0
7175	laugh	0	0	0	0	1	0	1	0	1	0
7176	laughable	0	0	1	0	0	1	0	0	0	0
7177	laughing	0	0	0	0	1	0	1	0	0	0
7178	laughter	0	1	0	0	1	0	1	0	1	0
7179	launch	0	1	0	0	0	0	1	0	0	0
7181	laureate	0	0	0	0	0	0	1	0	0	1
7182	laurel	0	0	0	0	0	0	1	0	0	0
7183	laurels	0	0	0	0	1	0	1	0	0	0
7184	lava	1	0	0	1	0	1	0	0	0	0
7186	lavatory	0	0	1	0	0	0	0	0	0	0
7188	lavish	0	0	0	0	0	0	1	0	0	0
7189	law	0	0	0	0	0	0	0	0	0	1
7190	lawful	0	0	0	0	0	0	1	0	0	1
7191	lawlessness	1	0	0	1	0	1	0	0	0	0
7193	lawsuit	1	0	1	1	0	1	0	1	1	0
7194	lawyer	1	0	1	1	0	1	0	0	0	0
7195	lax	0	0	0	0	0	1	0	1	0	0
7196	laxative	0	0	1	1	0	1	0	0	0	0
7201	lazy	0	0	0	0	0	1	0	0	0	0
7203	lead	0	0	0	0	0	0	1	0	0	0
7204	leader	0	0	0	0	0	0	1	0	0	1
7205	leading	0	0	0	0	0	0	0	0	0	1
7210	league	0	0	0	0	0	0	1	0	0	0
7211	leak	0	0	0	0	0	1	0	0	0	0
7212	leakage	0	0	0	0	0	1	0	0	0	0
7213	leaky	0	0	0	0	0	1	0	0	0	0
7216	leaning	0	0	0	0	0	0	0	0	0	1
7218	learn	0	0	0	0	0	0	1	0	0	0
7221	learning	0	0	0	0	0	0	1	0	0	0
7226	leave	0	0	0	0	0	1	0	1	1	0
7228	lecturer	0	0	0	0	0	0	1	0	0	0
7232	leech	0	0	0	0	0	1	0	0	0	0
7233	leeches	0	0	1	1	0	1	0	0	0	0
7234	leer	0	0	1	0	0	1	0	0	0	0
7235	leery	0	0	0	0	0	0	0	0	1	0
7237	leeway	0	0	0	0	0	0	1	0	0	0
7241	legal	0	0	0	0	0	0	1	0	0	1
7244	legalized	1	0	0	1	1	0	1	0	0	1
7247	legendary	0	0	0	0	0	0	1	0	0	0
7248	legibility	0	0	0	0	0	0	1	0	0	0
7249	legible	0	0	0	0	0	0	1	0	0	0
7254	legislator	0	0	0	0	0	0	0	0	0	1
7255	legislature	0	0	0	0	0	0	0	0	0	1
7256	legitimacy	0	0	0	0	0	0	0	0	0	1
7259	leisure	0	1	0	0	1	0	1	0	1	1
7260	leisurely	0	0	0	0	0	0	1	0	0	0
7261	lemma	0	0	0	0	0	0	1	0	0	0
7262	lemon	0	0	1	0	0	1	0	0	0	0
7264	lender	0	0	0	0	0	0	0	0	0	1
7273	lenient	0	0	0	0	0	0	1	0	0	0
7276	leprosy	0	0	1	1	0	1	0	1	0	0
7278	lessen	0	1	0	0	0	1	0	0	0	0
7280	lesser	0	0	1	0	0	1	0	0	0	0
7281	lesson	0	1	0	0	0	0	1	0	0	1
7283	lethal	0	0	1	1	0	1	0	1	0	0
7285	lethargy	0	0	0	0	0	1	0	1	0	0
7286	letter	0	1	0	0	0	0	0	0	0	0
7287	lettered	0	1	0	0	0	0	1	0	0	1
7290	leukemia	1	0	0	1	0	1	0	1	0	0
7291	levee	0	0	0	0	0	0	0	0	0	1
7292	level	0	0	0	0	0	0	1	0	0	1
7294	leverage	0	0	0	0	0	0	1	0	0	0
7295	levy	0	0	0	0	0	1	0	0	0	0
7296	lewd	0	0	1	0	0	1	0	0	0	0
7301	liaison	0	0	0	0	0	1	0	0	0	0
7302	liar	0	0	1	0	0	1	0	0	0	0
7303	libel	1	0	0	1	0	1	0	0	0	1
7305	liberal	0	0	0	0	0	1	1	0	0	0
7307	liberate	1	1	0	0	1	0	1	0	1	1
7308	liberation	0	1	0	0	1	0	1	0	1	0
7309	liberty	0	1	0	0	1	0	1	0	1	1
7312	library	0	0	0	0	0	0	1	0	0	0
7316	lick	0	0	1	0	0	1	0	0	0	0
7318	lie	1	0	1	0	0	1	0	1	0	0
7322	lieutenant	0	0	0	0	0	0	0	0	0	1
7324	lifeblood	0	0	0	0	0	0	1	0	0	0
7326	lifeless	0	0	0	1	0	1	0	1	0	0
7335	lighthouse	0	0	0	0	0	0	1	0	0	0
7337	lightning	1	0	0	1	0	0	0	0	1	0
7341	liking	0	0	0	0	1	0	1	0	0	1
7348	limited	1	0	0	0	0	1	0	1	0	0
7351	limp	0	0	0	0	0	1	0	0	0	0
7360	lines	0	0	0	1	0	0	0	0	0	0
7361	linger	0	1	0	0	0	0	0	0	0	0
7364	linguist	0	0	0	0	0	0	1	0	0	1
7370	lint	0	0	0	0	0	1	0	0	0	0
7371	lion	0	0	0	1	0	0	1	0	0	0
7382	liquor	1	0	0	0	1	1	0	1	0	0
7388	listless	0	0	0	0	0	1	0	1	0	0
7393	lithe	0	0	0	0	0	0	1	0	0	0
7398	litigant	0	0	0	0	0	1	0	0	0	0
7399	litigate	1	1	1	1	0	1	0	1	0	0
7400	litigation	0	0	0	0	0	1	0	0	0	0
7401	litigious	1	0	1	0	0	1	0	0	0	0
7402	litter	0	0	0	0	0	1	0	0	0	0
7407	livid	1	0	1	0	0	1	0	0	0	0
7411	loaf	0	0	0	0	0	1	0	0	0	0
7412	loafer	0	0	0	0	0	1	0	0	0	0
7415	loath	1	0	0	0	0	1	0	0	0	0
7416	loathe	1	0	1	0	0	1	0	0	0	0
7417	loathing	0	0	1	0	0	1	0	0	0	0
7418	loathsome	1	0	1	0	0	1	0	0	0	0
7420	lobbyist	0	0	0	0	0	1	0	0	0	0
7426	localize	0	1	0	0	0	0	0	0	0	0
7433	lockup	0	0	0	1	0	1	0	1	0	0
7436	locust	0	0	0	1	0	1	0	0	0	0
7439	lodging	0	0	0	0	0	0	0	0	0	1
7441	lofty	0	0	0	0	0	1	0	0	0	0
7446	logical	0	0	0	0	0	0	1	0	0	0
7451	lone	0	0	0	0	0	0	0	1	0	0
7452	loneliness	0	0	0	1	0	1	0	1	0	0
7453	lonely	1	0	1	1	0	1	0	1	0	0
7454	lonesome	0	0	0	0	0	1	0	1	0	0
7455	long	0	1	0	0	0	0	0	0	0	0
7456	longevity	0	0	0	0	0	0	1	0	0	0
7457	longing	0	1	0	0	0	0	0	1	0	0
7461	loo	0	0	1	0	0	1	0	0	0	0
7463	loom	0	1	0	1	0	1	0	0	0	0
7465	loon	0	0	1	0	0	1	0	0	0	0
7466	loony	0	0	0	0	0	1	0	0	0	0
7471	loot	0	0	0	0	0	1	0	0	0	0
7474	lord	0	0	1	0	0	1	1	0	0	1
7476	lordship	0	0	0	0	0	0	1	0	0	0
7479	lose	1	0	1	1	0	1	0	1	1	0
7480	losing	1	0	0	0	0	1	0	1	0	0
7481	loss	1	0	0	1	0	1	0	1	0	0
7482	lost	0	0	0	0	0	1	0	1	0	0
7486	lottery	0	1	0	0	0	0	0	0	0	0
7490	loudness	1	0	0	0	0	1	0	0	0	0
7491	lounge	0	0	0	0	0	1	0	0	0	0
7492	louse	0	0	1	0	0	1	0	0	0	0
7493	lovable	0	0	0	0	1	0	1	0	0	1
7494	love	0	0	0	0	1	0	1	0	0	0
7495	lovely	0	1	0	0	1	0	1	1	1	1
7496	lovemaking	0	0	0	0	1	0	1	0	0	1
7497	lover	0	1	0	0	1	0	1	0	0	1
7498	loving	0	0	0	0	1	0	1	0	0	1
7499	lower	0	0	0	0	0	1	0	1	0	0
7500	lowering	0	0	0	0	0	1	0	0	0	0
7501	lowest	0	0	0	0	0	1	0	1	0	0
7502	lowlands	0	0	0	0	0	1	0	0	0	0
7503	lowly	0	0	0	0	0	1	0	1	0	0
7504	loyal	0	0	0	1	1	0	1	0	1	1
7505	loyalty	0	0	0	0	0	0	1	0	0	1
7508	luck	0	1	0	0	1	0	1	0	1	0
7509	lucky	0	0	0	0	1	0	1	0	1	0
7510	ludicrous	0	0	0	0	0	1	0	0	0	0
7513	lull	0	1	0	0	0	0	0	0	0	0
7517	lumbering	0	0	0	0	0	1	0	0	0	0
7520	lump	0	0	0	0	0	1	0	0	0	0
7521	lumpy	0	0	1	0	0	1	0	0	0	0
7522	lunacy	1	0	1	1	0	1	0	1	0	0
7524	lunatic	1	0	1	1	0	1	0	0	0	0
7527	lunge	0	0	0	0	0	0	0	0	1	0
7529	lurch	0	0	0	0	0	1	0	0	0	0
7530	lure	0	0	0	0	0	1	0	0	0	0
7531	lurid	0	0	1	0	0	1	0	0	0	0
7532	lurk	0	0	0	0	0	1	0	0	0	0
7533	lurking	0	0	0	0	0	1	0	0	0	0
7534	luscious	0	1	0	0	1	0	1	0	0	0
7535	lush	0	0	1	0	0	1	0	1	0	0
7536	lust	0	1	0	0	0	1	0	0	0	0
7537	luster	0	0	0	0	1	0	1	0	0	0
7538	lustful	0	0	0	0	0	1	0	0	0	0
7539	lustrous	0	0	0	0	0	0	1	0	0	0
7540	lusty	0	0	1	0	0	0	0	0	0	0
7542	luxuriant	0	0	0	0	0	0	1	0	0	0
7543	luxurious	0	0	0	0	1	0	1	0	0	0
7544	luxury	0	0	0	0	1	0	1	0	0	0
7545	lying	1	0	1	0	0	1	0	0	0	0
7548	lynch	1	0	1	1	0	1	0	1	0	0
7550	lyre	0	0	0	0	1	0	1	0	0	0
7552	lyrical	0	0	0	0	1	0	1	0	0	0
7553	mace	0	0	0	1	0	1	0	0	0	0
7554	machine	0	0	0	0	0	0	0	0	0	1
7558	mad	1	0	1	1	0	1	0	1	0	0
7561	madden	1	0	0	1	0	1	0	0	0	0
7562	madman	1	0	0	1	0	1	0	0	0	0
7563	madness	1	0	0	1	0	1	0	0	0	0
7564	mafia	0	0	0	1	0	1	0	0	0	0
7566	mage	0	0	0	1	0	0	0	0	0	0
7568	maggot	0	0	1	0	0	1	0	0	0	0
7570	magical	0	1	0	0	1	0	1	0	1	0
7571	magician	0	0	0	0	0	0	0	0	1	0
7575	magnet	0	0	0	0	0	0	1	0	0	1
7576	magnetism	0	0	0	0	0	0	1	0	0	0
7577	magnetite	0	0	0	0	0	0	1	0	0	0
7578	magnificence	0	1	0	0	1	0	1	0	0	1
7579	magnificent	0	1	0	0	1	0	1	0	1	1
7585	maiden	0	0	0	0	0	0	1	0	0	0
7586	mail	0	1	0	0	0	0	0	0	0	0
7587	main	0	0	0	0	0	0	1	0	0	0
7589	mainstay	0	0	0	0	0	0	1	0	0	1
7590	maintenance	0	0	0	0	0	0	0	0	0	1
7591	majestic	0	1	0	0	1	0	1	0	1	1
7592	majesty	0	0	0	0	0	0	1	0	0	1
7593	major	0	0	0	0	0	0	1	0	0	0
7594	majority	0	0	0	0	1	0	1	0	0	1
7597	makeshift	0	0	0	0	0	1	0	0	0	0
7599	malady	0	0	0	0	0	1	0	0	0	0
7600	malaise	0	0	0	0	0	1	0	1	0	0
7601	malaria	0	0	1	1	0	1	0	1	0	0
7602	malevolent	1	0	1	1	0	1	0	1	0	0
7603	malfeasance	0	0	1	0	0	1	0	0	0	0
7604	malformation	0	0	0	0	0	1	0	0	0	0
7605	malice	1	0	0	1	0	1	0	0	0	0
7606	malicious	1	0	1	1	0	1	0	1	0	0
7607	malign	1	0	1	0	0	1	0	0	0	0
7608	malignancy	0	0	0	1	0	1	0	1	0	0
7609	malignant	1	0	0	1	0	1	0	0	0	0
7613	malpractice	1	0	0	0	0	1	0	0	0	0
7614	mamma	0	0	0	0	0	0	0	0	0	1
7617	manage	0	0	0	0	0	0	1	0	0	1
7618	management	0	0	0	0	0	0	1	0	0	1
7620	mandamus	0	0	0	1	0	1	0	0	0	0
7621	mandarin	0	0	0	0	0	0	1	0	0	1
7629	mange	0	0	1	1	0	1	0	0	0	0
7631	mangle	1	0	1	1	0	1	0	1	0	0
7634	manhood	0	0	0	0	0	0	1	0	0	0
7635	mania	0	0	0	0	0	1	0	0	0	0
7636	maniac	1	0	0	1	0	1	0	0	0	0
7637	maniacal	0	0	0	0	0	1	0	0	0	0
7640	manifestation	0	0	0	1	0	0	0	0	0	0
7641	manifested	0	0	0	0	0	0	1	0	0	0
7645	manipulate	0	0	0	0	0	1	0	0	0	0
7646	manipulation	1	0	0	1	0	1	0	0	0	0
7648	manly	0	0	0	0	0	0	1	0	0	0
7649	manna	0	0	0	0	0	0	1	0	0	0
7651	mannered	0	0	0	0	0	0	1	0	0	0
7652	manners	0	0	0	0	0	0	1	0	0	0
7655	manslaughter	1	0	1	1	0	1	0	1	1	0
